0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
673,383,0,673,673,673,0,23,673,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,438,0,828,828,828,0,0,828,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,446,0,791,791,791,21,0,791,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,408,0,903,903,903,20,0,903,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,376,0,833,833,833,0,0,833,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,352,0,747,747,747,0,0,747,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,298,0,688,688,688,0,0,688,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,251,0,693,693,693,0,0,693,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,239,0,661,661,661,0,0,661,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,242,0,513,513,513,20,0,513,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,206,0,439,439,439,21,0,439,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,257,0,456,456,456,0,0,456,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,237,0,417,417,417,0,0,417,417,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,238,0,402,402,402,20,0,402,402,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,237,0,358,358,358,0,0,358,358,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,184,0,421,421,421,0,0,421,421,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,171,0,397,397,397,35,0,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,137,0,385,385,385,20,0,385,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,127,0,296,296,296,30,0,296,296,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,99,0,356,356,356,24,0,356,356,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,94,0,311,311,311,0,0,311,311,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,102,0,296,296,296,0,0,296,296,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,110,0,289,289,289,22,0,289,289,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,113,0,294,294,294,0,0,294,294,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,147,0,243,243,243,0,0,243,243,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,142,0,282,282,282,0,0,282,282,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,182,29,270,270,270,0,0,270,270,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,157,21,279,279,279,0,0,279,279,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,144,28,247,247,247,0,0,247,247,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,154,25,250,250,250,0,0,250,250,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,118,151,195,195,195,0,0,195,195,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,71,217,291,291,291,0,0,291,291,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,87,238,256,256,256,0,0,256,256,0,238,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,60,301,213,213,213,0,0,213,213,0,301,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,47,312,190,190,190,0,0,190,190,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,36,582,209,209,209,0,0,209,209,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,27,557,229,229,229,0,0,229,229,0,557,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,424,180,180,180,0,0,180,180,0,424,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,561,134,134,134,0,0,134,134,0,561,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,450,109,109,109,0,27,109,109,0,450,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,505,126,126,126,0,24,126,126,0,505,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,536,137,137,137,0,0,137,137,0,536,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,491,114,114,114,0,0,114,114,0,491,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,528,132,132,132,0,0,132,132,0,528,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,498,92,92,92,0,0,92,92,0,498,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,447,97,97,97,0,0,97,97,0,447,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,511,106,106,106,0,0,106,106,0,511,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,508,84,84,84,0,50,84,84,0,508,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,436,95,95,95,0,68,95,95,0,436,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,388,388,388,388,0,52,388,388,0,388,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,262,262,262,262,0,58,262,262,0,262,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,314,314,314,314,0,70,314,314,0,314,64,75,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,378,378,378,378,0,106,378,378,0,378,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,297,297,297,297,0,86,297,297,0,297,79,63,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,281,281,281,281,0,97,281,281,0,281,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,347,347,347,347,0,104,347,347,0,347,67,104,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,354,354,354,354,0,80,354,354,0,354,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,345,345,345,345,0,68,345,345,0,345,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,375,375,375,375,0,176,375,375,0,375,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,318,318,318,318,0,74,318,318,0,318,100,103,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,412,412,412,412,0,116,412,412,0,412,166,100,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,420,420,420,420,0,57,420,420,0,420,107,71,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,394,394,394,394,0,105,394,394,0,394,120,132,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,487,487,487,487,0,32,487,487,0,487,140,139,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,497,497,497,497,0,58,497,497,0,497,144,193,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,553,553,553,553,0,66,553,553,0,553,142,256,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,511,511,511,511,0,295,511,511,0,511,54,295,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,536,536,536,536,0,260,536,536,0,536,51,260,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,500,500,500,500,0,202,500,500,0,500,91,202,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,404,404,404,404,0,255,404,404,0,404,164,255,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,336,336,336,336,0,284,336,336,0,336,196,284,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,294,294,294,294,0,227,294,294,0,294,221,227,24,0,0,0,0,0,0,0,0,0,0,0,0
297,0,297,297,297,297,0,220,297,297,0,297,233,220,20,0,0,0,0,0,0,0,0,0,0,0,0
240,0,240,240,240,240,0,284,240,240,0,240,211,284,31,0,0,0,0,0,0,0,0,0,0,0,0
253,0,253,253,253,253,0,210,253,253,0,253,180,210,53,0,0,0,0,0,0,0,0,0,0,0,0
277,0,277,277,277,277,0,99,277,277,0,277,214,99,54,0,0,0,0,0,0,0,0,0,0,0,0
285,0,285,285,285,285,0,110,285,285,0,285,125,110,59,0,0,0,0,0,0,0,0,0,0,0,0
299,0,299,299,299,299,0,107,299,299,0,299,130,107,50,0,0,0,0,0,0,0,0,0,0,0,0
285,0,285,285,285,285,0,120,285,285,0,285,83,120,44,0,0,0,0,0,0,0,0,0,0,0,0
357,0,357,357,357,357,0,173,357,357,0,357,122,173,42,0,0,0,0,0,0,0,0,0,0,0,0
290,0,290,290,290,290,0,164,290,290,0,290,90,164,20,0,0,0,0,0,0,0,0,0,0,0,0
212,0,212,212,212,212,0,138,212,212,0,212,76,138,30,0,0,0,0,0,0,0,0,0,0,0,0
267,0,267,267,267,267,0,123,267,267,0,267,111,123,25,0,0,0,0,0,0,0,0,0,0,0,0
230,0,230,230,230,230,0,101,230,230,0,230,103,101,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,243,243,243,243,0,81,243,243,0,243,154,81,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,263,263,263,263,0,88,263,263,0,263,158,88,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,240,240,240,240,0,110,240,240,0,240,118,110,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,265,265,265,265,0,103,265,265,0,265,151,103,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,333,333,333,333,0,107,333,333,0,333,146,107,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,325,325,325,325,0,79,325,325,0,325,149,79,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,330,330,330,330,0,89,330,330,0,330,136,89,40,0,0,0,0,0,0,0,0,0,0,0,0
295,0,295,295,295,295,0,59,295,295,0,295,188,59,30,0,0,0,0,0,0,0,0,0,0,0,0
349,0,349,349,349,349,0,73,349,349,0,349,232,73,47,0,0,0,0,0,0,0,0,0,0,0,0
390,0,390,390,390,390,0,66,390,390,0,390,219,66,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,414,414,414,414,0,70,414,414,0,414,235,70,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,394,394,394,394,0,80,394,394,0,394,291,80,30,0,0,0,0,0,0,0,0,0,0,0,0
410,0,410,410,410,410,0,38,410,410,0,410,230,38,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,388,388,388,388,0,26,388,388,0,388,219,26,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,378,378,378,378,0,77,378,378,0,378,155,77,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,364,364,364,364,0,59,364,364,0,364,114,59,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,395,395,395,395,0,22,395,395,0,395,133,22,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,379,379,379,379,0,39,379,379,0,379,145,39,27,0,0,0,0,0,0,0,0,0,0,0,0
440,0,440,440,440,440,0,20,440,440,0,440,133,20,37,0,0,0,0,0,0,0,0,0,0,0,0
474,0,474,474,474,474,0,15,474,474,0,474,138,15,45,0,0,0,0,0,0,0,0,0,0,0,0
423,0,423,423,423,423,0,26,423,423,0,423,108,26,30,0,0,0,0,0,0,0,0,0,0,0,0
408,0,408,408,408,408,0,23,408,408,0,408,105,23,43,0,0,0,0,0,0,0,0,0,0,0,0
444,0,444,444,444,444,0,32,444,444,0,444,113,32,43,0,0,0,0,0,0,0,0,0,0,0,0
438,0,438,438,438,438,0,101,438,438,0,438,88,101,31,0,0,0,0,0,0,0,0,0,0,0,0
514,0,514,514,514,514,0,97,514,514,0,514,60,97,32,0,0,0,0,0,0,0,0,0,0,0,0
511,0,511,511,511,511,0,83,511,511,0,511,104,83,38,0,0,0,0,0,0,0,0,0,0,0,0
444,0,444,444,444,444,0,109,444,444,0,444,91,109,24,0,0,0,0,0,0,0,0,0,0,0,0
405,0,405,405,405,405,0,100,405,405,0,405,95,100,33,0,0,0,0,0,0,0,0,0,0,0,0
382,0,382,382,382,382,0,188,382,382,0,382,119,188,45,0,0,0,0,0,0,0,0,0,0,0,0
330,0,330,330,330,330,0,177,330,330,0,330,97,177,33,0,0,0,0,0,0,0,0,0,0,0,0
288,0,288,288,288,288,0,228,288,288,0,288,159,228,21,0,0,0,0,0,0,0,0,0,0,0,0
265,0,265,265,265,265,0,263,265,265,0,265,142,263,26,0,0,0,0,0,0,0,0,0,0,0,0
245,0,245,245,245,245,0,310,245,245,0,245,104,310,35,0,0,0,0,0,0,0,0,0,0,0,0
178,0,178,178,178,178,0,304,178,178,0,178,120,304,21,0,0,0,0,0,0,0,0,0,0,0,0
171,0,171,171,171,171,0,428,171,171,0,171,149,428,428,0,0,0,0,0,0,0,0,0,0,0,0
249,0,249,249,249,249,0,373,249,249,0,249,122,373,373,45,0,0,0,0,0,0,0,0,0,0,0
106,0,106,106,106,106,0,352,106,106,0,106,144,352,352,0,0,0,0,0,0,0,0,0,0,0,0
144,0,144,144,144,144,0,404,144,144,0,144,127,404,404,0,0,0,0,0,0,0,0,0,0,0,0
