0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,216,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,216,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,215,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,155,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,172,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,182,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,183,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,148,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,173,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,156,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,203,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,168,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,116,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,101,27,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,95,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,87,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,94,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,71,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,83,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,63,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,60,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,67,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,58,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,25,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,39,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,33,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,26,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,27,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,23,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,51,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,74,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,53,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,39,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,44,0,179,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,206,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,43,0,207,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,43,0,169,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,24,0,135,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,20,0,186,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,196,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,287,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,317,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,24,337,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,328,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,325,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,458,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,30,444,119,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,398,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,257,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21,0,433,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,366,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,28,207,210,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,31,213,198,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,216,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,37,64,198,203,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,32,67,225,143,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,37,60,228,179,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,41,47,223,184,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,37,40,254,185,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30,28,230,91,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,27,32,180,144,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,54,51,202,96,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,58,42,205,166,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,39,70,188,97,70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,26,51,160,125,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,34,169,190,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,34,164,127,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,29,183,133,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,20,176,98,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,176,84,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,28,180,110,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,28,203,138,28,41,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,23,177,72,23,50,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,33,160,170,33,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,26,159,167,26,31,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,29,142,156,29,29,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,19,100,93,19,28,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,187,117,172,187,30,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,180,120,163,180,80,180,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,197,109,79,197,50,197,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,178,125,71,178,34,178,48,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,196,126,84,196,126,196,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,188,116,133,188,116,188,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,230,49,76,230,49,230,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,325,50,218,325,50,325,54,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,338,18,253,338,18,338,89,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,329,46,252,329,46,329,106,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,423,74,117,423,74,423,97,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,476,55,129,476,55,476,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,461,32,237,461,32,461,103,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,354,35,157,354,35,354,153,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,429,0,142,429,0,429,151,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,482,0,272,482,0,482,160,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,560,20,116,560,20,560,124,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,478,56,84,478,56,478,170,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,536,59,61,536,59,536,179,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,733,42,66,733,42,733,181,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,834,35,86,834,35,834,164,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,972,26,158,972,26,972,118,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,1032,28,176,1032,28,1032,95,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,965,26,93,965,26,965,136,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,922,0,88,922,0,922,129,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,831,36,67,831,36,831,162,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,808,57,65,808,57,808,166,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,698,39,47,698,39,698,169,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,549,46,92,549,46,549,188,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,464,54,69,464,54,464,214,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,381,100,90,381,100,381,300,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,254,87,106,254,87,254,325,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,221,69,73,221,69,221,273,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,172,47,102,172,47,172,287,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,201,30,97,201,30,201,341,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,161,43,109,161,43,161,292,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,146,28,79,146,28,146,333,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,142,56,86,142,56,142,243,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,88,45,72,88,45,88,292,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,109,101,49,109,101,109,292,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,100,109,77,100,109,100,305,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,125,94,24,125,94,125,336,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,125,82,52,125,82,125,371,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,163,85,51,163,85,163,408,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,199,82,34,199,82,199,461,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,203,68,61,203,68,203,417,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,222,128,66,222,128,222,450,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,640,153,38,640,153,640,640,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,361,235,37,361,235,361,361,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,0,524,329,48,524,329,524,524,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,268,360,44,268,360,268,268,125,47,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,354,381,38,354,381,354,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,242,460,46,242,460,242,242,242,0,51,32,0,0,0,0,0,0,0,0,0,0,0
530,0,272,530,38,272,530,272,272,272,33,76,23,0,0,0,0,0,0,0,0,0,0,0
515,0,119,515,28,119,515,119,119,119,36,58,29,0,0,0,0,0,0,0,0,0,0,0
604,0,440,604,35,440,604,440,440,440,27,57,26,0,0,0,0,0,0,0,0,0,0,0
659,0,301,659,33,301,659,301,301,301,47,61,27,0,0,0,0,0,0,0,0,0,0,0
555,0,229,555,52,229,555,229,229,229,27,23,37,0,0,0,0,0,0,0,0,0,0,0
556,0,170,556,41,170,556,170,170,170,41,36,29,0,0,0,0,0,0,0,0,0,0,0
681,0,125,681,31,125,681,125,125,125,31,43,43,0,0,0,0,0,0,0,0,0,0,0
746,0,115,746,22,115,746,115,115,115,22,23,23,0,0,0,0,0,0,0,0,0,0,0
796,0,115,796,0,115,796,115,115,115,0,43,43,0,0,0,0,0,0,0,0,0,0,0
807,0,124,807,30,124,807,124,124,124,30,52,52,30,0,0,0,0,0,0,0,0,0,0
745,0,463,745,54,463,745,463,463,463,54,48,48,104,0,0,0,0,0,0,0,0,0,0
714,0,420,714,29,420,714,420,420,420,29,34,34,106,0,0,0,0,0,0,0,0,0,0
783,0,299,783,69,299,783,299,299,299,69,26,26,113,0,0,0,0,0,0,0,0,0,0
924,0,321,924,50,321,924,321,321,321,50,39,39,92,0,0,0,0,0,0,0,0,0,0
960,0,271,960,36,271,960,271,271,271,36,61,61,84,0,0,0,0,0,0,0,0,0,0
871,0,294,871,27,294,871,294,294,294,27,93,93,79,0,0,0,0,0,0,0,0,0,0
664,0,295,664,42,295,664,295,295,295,42,98,98,48,0,0,0,0,0,0,0,0,0,0
518,0,411,518,21,411,518,411,411,411,21,89,89,107,0,0,0,0,0,0,0,0,0,0
498,0,323,498,0,323,498,323,323,323,0,115,115,65,0,0,0,0,0,0,0,0,0,0
383,0,383,383,0,383,383,383,383,383,0,76,76,89,0,0,0,0,0,0,0,0,0,0
293,0,412,293,22,412,293,412,412,412,22,109,109,107,0,0,0,0,0,0,0,0,0,0
309,0,433,309,43,433,309,433,433,433,43,91,91,109,0,0,0,0,0,0,0,0,0,0
325,0,421,325,60,421,325,421,421,421,60,100,100,66,0,0,0,0,0,0,0,0,0,0
249,0,592,249,64,592,249,592,592,592,64,96,96,75,0,0,0,0,0,0,0,0,0,0
306,0,547,306,28,547,306,547,547,547,28,109,109,63,20,0,0,0,0,0,0,0,0,0
271,0,756,271,39,756,271,756,756,756,39,91,91,756,0,0,0,0,0,0,0,0,0,0
295,0,595,295,50,595,295,595,595,595,50,107,107,595,0,24,0,0,0,0,0,0,0,0
267,0,738,267,55,738,267,738,738,738,55,115,115,738,0,91,0,0,0,0,0,0,0,0
284,0,645,284,22,645,284,645,645,645,22,119,119,645,0,98,0,0,0,0,0,0,0,0
215,0,618,215,50,618,215,618,618,618,50,144,144,618,0,75,84,0,0,0,0,0,0,0
207,0,560,207,0,560,207,560,560,560,0,144,144,560,0,71,88,0,0,0,0,0,0,0
258,0,641,258,27,641,258,641,641,641,27,128,128,641,0,33,85,0,0,0,0,0,0,0
260,0,543,260,25,543,260,543,543,543,25,149,149,543,0,260,86,0,0,0,0,0,0,0
256,0,592,256,23,592,256,592,592,592,23,87,87,592,0,256,105,0,0,0,0,0,0,0
288,0,665,288,20,665,288,665,665,665,20,91,91,665,0,288,32,0,0,0,0,0,0,0
241,0,779,241,0,779,241,779,779,779,0,70,70,779,0,241,27,25,0,0,0,0,0,0
242,0,787,242,0,787,242,787,787,787,0,66,66,787,0,242,787,34,0,0,0,0,0,0
189,0,858,189,0,858,189,858,858,858,0,34,34,858,0,189,858,22,0,0,0,0,0,0
197,0,829,197,27,829,197,829,829,829,27,58,58,829,27,197,829,0,0,0,0,0,0,0
105,0,799,105,0,799,105,799,799,799,0,57,57,799,0,105,799,0,0,0,0,0,0,0
100,0,989,100,0,989,100,989,989,989,0,24,24,989,0,100,989,21,0,0,0,0,0,0
99,0,798,99,56,798,99,798,798,798,56,22,22,798,56,99,798,24,0,0,0,0,0,0
79,0,798,79,0,798,79,798,798,798,0,36,36,798,0,79,798,23,0,0,0,0,0,0
100,0,673,100,28,673,100,673,673,673,28,25,25,673,28,100,673,21,0,0,0,0,0,0
66,0,803,66,0,803,66,803,803,803,0,39,39,803,0,66,803,27,0,0,0,0,0,0
38,0,891,38,37,891,38,891,891,891,37,40,40,891,37,38,891,23,0,0,0,0,0,0
28,0,798,28,34,798,28,798,798,798,34,38,38,798,34,28,798,0,0,0,0,0,0,0
44,0,709,44,45,709,44,709,709,709,45,29,29,709,45,44,709,26,0,0,0,0,0,0
27,0,642,27,0,642,27,642,642,642,0,23,23,642,0,27,642,20,21,0,0,0,0,0
31,0,667,31,78,667,31,667,667,667,78,57,57,667,78,31,667,20,26,0,0,0,0,0
97,0,701,97,28,701,97,701,701,701,28,82,82,701,28,97,701,0,27,0,0,0,0,0
125,0,717,125,55,717,125,717,717,717,55,36,36,717,55,125,717,0,0,0,0,0,0,0
123,0,479,123,40,479,123,479,479,479,40,66,66,479,40,123,479,0,28,0,0,0,0,0
65,0,686,65,32,686,65,686,686,686,32,52,52,686,32,65,686,0,31,0,0,0,0,0
75,0,421,75,32,421,75,421,421,421,32,75,75,421,32,75,421,0,29,0,0,0,0,0
85,0,455,85,41,455,85,455,455,455,41,48,48,455,41,85,455,29,51,28,25,0,0,0
87,0,730,87,0,730,87,730,730,730,0,76,76,730,0,87,730,0,0,0,34,0,0,0
54,0,803,54,20,803,54,803,803,803,20,67,67,803,20,54,803,20,24,0,45,0,0,0
34,0,519,34,0,519,34,519,519,519,0,74,74,519,0,34,519,0,235,0,34,0,0,0
34,0,508,34,29,508,34,508,508,508,29,57,57,508,29,34,508,25,221,0,29,0,0,0
31,0,544,31,42,544,31,544,544,544,42,63,63,544,42,31,544,27,227,42,24,0,0,0
620,0,620,620,49,620,620,620,620,620,49,40,40,620,49,620,620,0,133,49,23,0,0,0
669,0,669,669,76,669,669,669,669,669,76,37,37,669,76,669,669,0,283,76,0,0,0,0
427,0,427,427,85,427,427,427,427,427,85,36,36,427,85,427,427,0,247,85,0,0,0,0
388,0,388,388,59,388,388,388,388,388,59,30,30,388,59,388,388,20,258,59,0,0,0,0
597,0,597,597,86,597,597,597,597,597,86,25,25,597,86,597,597,0,281,86,0,0,0,0
589,0,589,589,111,589,589,589,589,589,111,34,34,589,111,589,589,0,263,111,0,0,0,0
623,0,623,623,173,623,623,623,623,623,173,50,50,623,173,623,623,0,250,173,0,0,0,0
475,0,475,475,118,475,475,475,475,475,118,42,42,475,118,475,475,0,288,118,0,0,0,0
599,0,599,599,144,599,599,599,599,599,144,37,37,599,144,599,599,22,324,144,0,0,0,0
605,0,605,605,145,605,605,605,605,605,145,41,41,605,145,605,605,0,287,145,0,0,0,0
829,0,829,829,136,829,829,829,829,829,136,24,24,829,136,829,829,0,299,136,0,0,0,0
823,0,823,823,132,823,823,823,823,823,132,28,28,823,132,823,823,0,301,132,0,0,0,0
861,0,861,861,147,861,861,861,861,861,147,40,40,861,147,861,861,0,227,147,0,0,0,0
535,0,535,535,106,535,535,535,535,535,106,0,0,535,106,535,535,0,171,106,0,0,0,0
1058,0,1058,1058,93,1058,1058,1058,1058,1058,93,29,29,1058,93,1058,1058,0,182,93,0,0,0,0
701,0,701,701,73,701,701,701,701,701,73,0,0,701,73,701,701,0,173,73,0,0,0,0
1078,0,1078,1078,91,1078,1078,1078,1078,1078,91,25,25,1078,91,1078,1078,0,118,91,0,0,0,0
1121,0,1121,1121,84,1121,1121,1121,1121,1121,84,21,21,1121,84,1121,1121,0,152,84,0,0,0,0
1168,0,1168,1168,70,1168,1168,1168,1168,1168,70,23,23,1168,70,1168,1168,0,144,70,0,0,0,0
1073,0,1073,1073,72,1073,1073,1073,1073,1073,72,0,0,1073,72,1073,1073,0,91,72,0,0,0,0
