,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
132,"[152.48079105200944, -29.1280505744681]",15.412,0.567,387.0,36.0,1484.683,626.744,Jump_6,7.51052,08:16:00,28,"[152.951, -29.622]","[45.9375, 54.8125, 60.0, 26.1875, 21.875]","[27.5813, 26.95, 37.275, 15.0625, 13.6125]","['08:20:00', '08:30:00', '08:40:00', '08:50:00', '09:00:00']","[[-29.009644, 152.47797], [-28.955994, 152.581], [-29.11792, 152.61127], [-28.731506, 152.75616], [-28.731567, 152.79718]]",10748.0,19.0,0.1186,2021-05-09 08:16:00
186,"[153.03293676, -29.466588826666673]",13.591,0.129,49.0,26.0,234.449,549.136,Jump_8,5.17932,10:04:00,28,"[152.951, -29.622]","[11.0625, 5.0, 9.3125, 13.0, 10.375]","[7.775, 4.25, 7.5125, 11.0688, 7.4375]","['10:10:00', '10:20:00', '10:30:00', '10:40:00', '10:50:00']","[[-29.873718, 153.12732], [-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759]]",10767.0,0.0,0.1188,2021-05-09 10:04:00
193,"[153.1465778869565, -29.451608278260846]",21.084,0.082,75.0,40.0,475.33,675.308,Jump_9,2.47501,10:18:00,28,"[152.951, -29.622]","[5.0, 9.3125, 13.0, 10.375, 15.0625]","[4.25, 7.5125, 11.0688, 7.4375, 9.9313]","['10:20:00', '10:30:00', '10:40:00', '10:50:00', '11:00:00']","[[-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759], [-29.458862, 153.52942]]",10767.0,0.0,0.1188,2021-05-09 10:18:00
403,"[152.79235964102557, -29.508546166666665]",24.878,0.04,58.0,20.0,290.299,500.445,Jump_3,2.2512,09:26:00,28,"[152.951, -29.622]","[6.0, 9.9375, 3.25, 6.875, 11.0625]","[5.7125, 8.8938, 3.2125, 6.075, 7.775]","['09:30:00', '09:40:00', '09:50:00', '10:00:00', '10:10:00']","[[-29.3432, 152.85815], [-29.316223, 152.99225], [-29.567993, 152.85797], [-29.864746, 153.07544], [-29.873718, 153.12732]]",10790.0,-23.0,0.1191,2021-05-09 09:26:00
422,"[153.03293676, -29.466588826666673]",13.591,0.129,49.0,26.0,234.449,549.136,Jump_4,5.17932,10:04:00,28,"[152.951, -29.622]","[11.0625, 5.0, 9.3125, 13.0, 10.375]","[7.775, 4.25, 7.5125, 11.0688, 7.4375]","['10:10:00', '10:20:00', '10:30:00', '10:40:00', '10:50:00']","[[-29.873718, 153.12732], [-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759]]",10767.0,0.0,0.1188,2021-05-09 10:04:00
429,"[153.1465778869565, -29.451608278260846]",21.084,0.082,75.0,40.0,475.33,675.308,Jump_5,2.47501,10:18:00,28,"[152.951, -29.622]","[5.0, 9.3125, 13.0, 10.375, 15.0625]","[4.25, 7.5125, 11.0688, 7.4375, 9.9313]","['10:20:00', '10:30:00', '10:40:00', '10:50:00', '11:00:00']","[[-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759], [-29.458862, 153.52942]]",10767.0,0.0,0.1188,2021-05-09 10:18:00
774,"[152.79235964102557, -29.508546166666665]",24.878,0.04,58.0,20.0,290.299,500.445,Jump_3,2.2512,09:26:00,28,"[152.951, -29.622]","[6.0, 9.9375, 3.25, 6.875, 11.0625]","[5.7125, 8.8938, 3.2125, 6.075, 7.775]","['09:30:00', '09:40:00', '09:50:00', '10:00:00', '10:10:00']","[[-29.3432, 152.85815], [-29.316223, 152.99225], [-29.567993, 152.85797], [-29.864746, 153.07544], [-29.873718, 153.12732]]",10790.0,-23.0,0.1191,2021-05-09 09:26:00
793,"[153.03293676, -29.466588826666673]",13.591,0.129,49.0,26.0,234.449,549.136,Jump_4,5.17932,10:04:00,28,"[152.951, -29.622]","[11.0625, 5.0, 9.3125, 13.0, 10.375]","[7.775, 4.25, 7.5125, 11.0688, 7.4375]","['10:10:00', '10:20:00', '10:30:00', '10:40:00', '10:50:00']","[[-29.873718, 153.12732], [-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759]]",10767.0,0.0,0.1188,2021-05-09 10:04:00
800,"[153.1465778869565, -29.451608278260846]",21.084,0.082,75.0,40.0,475.33,675.308,Jump_5,2.47501,10:18:00,28,"[152.951, -29.622]","[5.0, 9.3125, 13.0, 10.375, 15.0625]","[4.25, 7.5125, 11.0688, 7.4375, 9.9313]","['10:20:00', '10:30:00', '10:40:00', '10:50:00', '11:00:00']","[[-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759], [-29.458862, 153.52942]]",10767.0,0.0,0.1188,2021-05-09 10:18:00
1106,"[152.48079105200944, -29.1280505744681]",15.412,0.567,387.0,36.0,1484.683,626.744,Jump_9,7.51052,08:16:00,28,"[152.951, -29.622]","[45.9375, 54.8125, 60.0, 26.1875, 21.875]","[27.5813, 26.95, 37.275, 15.0625, 13.6125]","['08:20:00', '08:30:00', '08:40:00', '08:50:00', '09:00:00']","[[-29.009644, 152.47797], [-28.955994, 152.581], [-29.11792, 152.61127], [-28.731506, 152.75616], [-28.731567, 152.79718]]",10748.0,19.0,0.1186,2021-05-09 08:16:00
1160,"[153.03293676, -29.466588826666673]",13.591,0.129,49.0,26.0,234.449,549.136,Jump_11,5.17932,10:04:00,28,"[152.951, -29.622]","[11.0625, 5.0, 9.3125, 13.0, 10.375]","[7.775, 4.25, 7.5125, 11.0688, 7.4375]","['10:10:00', '10:20:00', '10:30:00', '10:40:00', '10:50:00']","[[-29.873718, 153.12732], [-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759]]",10767.0,0.0,0.1188,2021-05-09 10:04:00
1167,"[153.1465778869565, -29.451608278260846]",21.084,0.082,75.0,40.0,475.33,675.308,Jump_12,2.47501,10:18:00,28,"[152.951, -29.622]","[5.0, 9.3125, 13.0, 10.375, 15.0625]","[4.25, 7.5125, 11.0688, 7.4375, 9.9313]","['10:20:00', '10:30:00', '10:40:00', '10:50:00', '11:00:00']","[[-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759], [-29.458862, 153.52942]]",10767.0,0.0,0.1188,2021-05-09 10:18:00
1457,"[152.79235964102557, -29.508546166666665]",24.878,0.04,58.0,20.0,290.299,500.445,Jump_5,2.2512,09:26:00,28,"[152.951, -29.622]","[6.0, 9.9375, 3.25, 6.875, 11.0625]","[5.7125, 8.8938, 3.2125, 6.075, 7.775]","['09:30:00', '09:40:00', '09:50:00', '10:00:00', '10:10:00']","[[-29.3432, 152.85815], [-29.316223, 152.99225], [-29.567993, 152.85797], [-29.864746, 153.07544], [-29.873718, 153.12732]]",10790.0,-23.0,0.1191,2021-05-09 09:26:00
1476,"[153.03293676, -29.466588826666673]",13.591,0.129,49.0,26.0,234.449,549.136,Jump_6,5.17932,10:04:00,28,"[152.951, -29.622]","[11.0625, 5.0, 9.3125, 13.0, 10.375]","[7.775, 4.25, 7.5125, 11.0688, 7.4375]","['10:10:00', '10:20:00', '10:30:00', '10:40:00', '10:50:00']","[[-29.873718, 153.12732], [-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759]]",10767.0,0.0,0.1188,2021-05-09 10:04:00
1483,"[153.1465778869565, -29.451608278260846]",21.084,0.082,75.0,40.0,475.33,675.308,Jump_7,2.47501,10:18:00,28,"[152.951, -29.622]","[5.0, 9.3125, 13.0, 10.375, 15.0625]","[4.25, 7.5125, 11.0688, 7.4375, 9.9313]","['10:20:00', '10:30:00', '10:40:00', '10:50:00', '11:00:00']","[[-29.244019, 153.219], [-29.85559, 153.19989], [-29.846558, 153.23096], [-29.486084, 153.46759], [-29.458862, 153.52942]]",10767.0,0.0,0.1188,2021-05-09 10:18:00
