IC,CG,Total,IC_amp,CG_amp,Total_amp,IC_abs_amp,CG_abs_amp,Total_abs_amp
50.0,3.0,53.0,30.126,-32.801,-2.675,164.57,32.801,197.371
52.0,5.0,57.0,43.947,-39.647,4.3,172.791,39.647,212.438
57.0,7.0,64.0,42.031,-59.905,-17.874,205.505,59.905,265.41
53.0,14.0,67.0,-10.921,-143.831,-154.752,199.729,143.831,343.56
56.0,11.0,67.0,68.431,-116.172,-47.741,186.959,116.172,303.131
70.0,4.0,74.0,142.9,-31.06,111.84,274.668,31.06,305.728
49.0,11.0,60.0,45.305,-100.611,-55.306,213.005,100.611,313.616
43.0,7.0,50.0,15.351,-64.928,-49.577,169.063,64.928,233.991
56.0,9.0,65.0,32.964,-65.205,-32.241,217.732,65.205,282.937
46.0,15.0,61.0,-12.739,-185.603,-198.342,203.117,185.603,388.72
56.0,5.0,61.0,1.372,-54.863,-53.491,223.34,54.863,278.203
56.0,11.0,67.0,12.692,-115.217,-102.525,218.752,115.217,333.969
48.0,7.0,55.0,79.954,-87.135,-7.181,193.724,87.135,280.859
47.0,17.0,64.0,49.072,-173.981,-124.909,206.416,173.981,380.397
59.0,14.0,73.0,53.524,-160.153,-106.629,225.278,160.153,385.431
43.0,4.0,47.0,17.139,-49.42,-32.281,167.909,49.42,217.329
44.0,2.0,46.0,108.091,-9.847,98.244,210.797,9.847,220.644
34.0,5.0,39.0,34.476,-41.233,-6.757,122.822,41.233,164.055
28.0,3.0,31.0,16.584,-24.541,-7.957,110.758,24.541,135.299
48.0,5.0,53.0,102.019,-57.952,44.067,195.731,57.952,253.683
30.0,5.0,35.0,50.67,-45.771,4.899,112.066,45.771,157.837
26.0,5.0,31.0,18.597,-42.157,-23.56,132.213,42.157,174.37
24.0,7.0,31.0,15.282,-70.78,-55.498,81.876,70.78,152.656
34.0,12.0,46.0,60.561,-129.011,-68.45,114.651,129.011,243.662
28.0,9.0,37.0,39.389,-46.265,-6.876,119.259,95.035,214.294
42.0,6.0,48.0,67.204,-43.544,23.66,163.414,43.544,206.958
45.0,11.0,56.0,61.53,-95.443,-33.913,166.17,95.443,261.613
42.0,8.0,50.0,29.243,-86.731,-57.488,150.617,86.731,237.348
42.0,10.0,52.0,37.894,-90.09,-52.196,133.846,90.09,223.936
32.0,7.0,39.0,24.23,-71.269,-47.039,133.044,71.269,204.313
24.0,7.0,31.0,49.029,-82.512,-33.483,108.789,82.512,191.301
62.0,6.0,68.0,143.809,-32.723,111.086,262.439,68.167,330.606
39.0,13.0,52.0,-34.711,-188.703,-223.414,182.357,188.703,371.06
53.0,19.0,72.0,29.12,-235.762,-206.642,239.042,235.762,474.804
47.0,15.0,62.0,18.957,-231.024,-212.067,207.245,231.024,438.269
70.0,17.0,87.0,5.686,-184.231,-178.545,284.236,184.231,468.467
42.0,7.0,49.0,32.107,-68.924,-36.817,154.387,68.924,223.311
53.0,7.0,60.0,5.02,-47.216,-42.196,211.764,86.772,298.536
46.0,15.0,61.0,97.181,-173.449,-76.268,188.849,173.449,362.298
64.0,14.0,78.0,126.662,-107.488,19.174,247.226,138.264,385.49
59.0,11.0,70.0,146.682,-32.525,114.157,259.134,162.227,421.361
69.0,14.0,83.0,172.072,-151.695,20.377,282.718,151.695,434.413
72.0,6.0,78.0,109.504,-78.205,31.299,241.332,78.205,319.537
72.0,11.0,83.0,63.349,-172.316,-108.967,300.005,172.316,472.321
86.0,7.0,93.0,184.936,-82.396,102.54,305.572,82.396,387.968
131.0,14.0,145.0,246.867,-213.65,33.217,476.367,213.65,690.017
108.0,6.0,114.0,147.688,-58.778,88.91,398.544,58.778,457.322
118.0,9.0,127.0,172.461,-88.297,84.164,419.859,88.297,508.156
126.0,18.0,144.0,143.153,-231.722,-88.569,488.235,231.722,719.957
106.0,6.0,112.0,159.792,-70.591,89.201,402.458,70.591,473.049
117.0,8.0,125.0,160.435,-84.634,75.801,419.175,84.634,503.809
119.0,19.0,138.0,261.912,-202.22,59.692,419.422,202.22,621.642
124.0,9.0,133.0,101.565,-115.544,-13.979,433.491,115.544,549.035
126.0,11.0,137.0,223.045,-108.177,114.868,558.083,140.725,698.808
173.0,23.0,196.0,296.953,-308.774,-11.821,761.753,308.774,1070.527
138.0,8.0,146.0,139.293,-107.767,31.526,580.163,107.767,687.93
196.0,10.0,206.0,208.385,-89.293,119.092,937.223,160.829,1098.052
187.0,11.0,198.0,391.512,-154.51,237.002,849.492,154.51,1004.002
191.0,9.0,200.0,340.198,-59.359,280.839,809.544,128.965,938.509
189.0,18.0,207.0,272.966,-215.193,57.773,885.74,215.193,1100.933
159.0,19.0,178.0,258.775,-247.88,10.895,708.103,247.88,955.983
155.0,15.0,170.0,286.688,-151.498,135.19,680.804,182.968,863.772
139.0,4.0,143.0,305.704,-48.71,256.994,552.288,48.71,600.998
155.0,3.0,158.0,357.519,-34.424,323.095,616.645,34.424,651.069
163.0,4.0,167.0,450.571,-31.641,418.93,629.547,31.641,661.188
163.0,8.0,171.0,392.895,-116.338,276.557,636.955,116.338,753.293
148.0,11.0,159.0,266.587,-143.014,123.573,608.357,143.014,751.371
164.0,3.0,167.0,339.706,22.361,362.067,626.942,41.559,668.501
127.0,8.0,135.0,135.604,-103.333,32.271,594.58,103.333,697.913
107.0,6.0,113.0,167.903,-54.175,113.728,408.941,54.175,463.116
115.0,12.0,127.0,178.559,-160.542,18.017,537.985,160.542,698.527
136.0,5.0,141.0,315.466,-57.457,258.009,590.584,57.457,648.041
124.0,7.0,131.0,335.474,-36.326,299.148,536.902,105.326,642.228
123.0,1.0,124.0,367.839,-9.169,358.67,492.039,9.169,501.208
122.0,5.0,127.0,166.874,-59.475,107.399,520.112,59.475,579.587
133.0,8.0,141.0,375.887,-52.165,323.722,579.595,128.453,708.048
134.0,6.0,140.0,213.663,-52.385,161.278,471.637,52.385,524.022
119.0,10.0,129.0,236.898,-170.197,66.701,448.298,170.197,618.495
152.0,14.0,166.0,300.419,-178.915,121.504,649.403,178.915,828.318
152.0,13.0,165.0,368.609,-208.135,160.474,649.015,208.135,857.15
140.0,6.0,146.0,267.258,-77.128,190.13,591.256,77.128,668.384
178.0,9.0,187.0,438.359,-100.663,337.696,731.567,100.663,832.23
189.0,4.0,193.0,453.674,-56.66,397.014,887.332,56.66,943.992
183.0,3.0,186.0,509.788,-49.47,460.318,773.462,49.47,822.932
169.0,5.0,174.0,353.392,7.341,360.733,791.176,70.027,861.203
176.0,10.0,186.0,411.527,-172.93,238.597,773.571,172.93,946.501
168.0,6.0,174.0,486.677,-112.861,373.816,722.665,112.861,835.526
178.0,15.0,193.0,386.453,-233.531,152.922,829.065,233.531,1062.596
199.0,14.0,213.0,499.765,-139.233,360.532,867.809,195.983,1063.792
222.0,8.0,230.0,537.296,-75.396,461.9,978.262,106.066,1084.328
167.0,10.0,177.0,405.67,-94.222,311.448,711.992,136.306,848.298
160.0,11.0,171.0,453.549,-170.732,282.817,755.011,170.732,925.743
105.0,6.0,111.0,196.766,-64.538,132.228,468.728,64.538,533.266
129.0,22.0,151.0,149.233,-309.626,-160.393,564.185,309.626,873.811
113.0,7.0,120.0,324.409,-99.045,225.364,519.613,99.045,618.658
112.0,6.0,118.0,290.928,-8.155,282.773,526.314,79.659,605.973
125.0,12.0,137.0,252.395,-172.296,80.099,573.857,172.296,746.153
117.0,6.0,123.0,265.919,-94.954,170.965,501.969,94.954,596.923
122.0,11.0,133.0,289.14,-154.693,134.447,546.752,154.693,701.445
111.0,6.0,117.0,417.683,-79.167,338.516,533.155,79.167,612.322
135.0,21.0,156.0,249.405,-258.792,-9.387,593.495,258.792,852.287
102.0,12.0,114.0,205.284,-66.872,138.412,443.018,169.336,612.354
132.0,8.0,140.0,251.569,-82.559,169.01,510.921,82.559,593.48
118.0,10.0,128.0,315.366,-159.231,156.135,602.252,159.231,761.483
95.0,9.0,104.0,243.468,-61.318,182.15,433.918,91.708,525.626
95.0,16.0,111.0,215.815,-204.479,11.336,437.465,250.191,687.656
90.0,11.0,101.0,218.309,-170.665,47.644,389.687,170.665,560.352
82.0,9.0,91.0,192.75,-174.839,17.911,326.466,174.839,501.305
66.0,2.0,68.0,220.213,-33.092,187.121,290.803,33.092,323.895
105.0,16.0,121.0,132.896,-217.156,-84.26,441.424,217.156,658.58
72.0,4.0,76.0,100.48,-37.019,63.461,348.49,37.019,385.509
82.0,8.0,90.0,111.033,-151.052,-40.019,372.137,151.052,523.189
63.0,4.0,67.0,139.108,-68.438,70.67,258.376,68.438,326.814
71.0,11.0,82.0,140.358,-123.886,16.472,295.022,123.886,418.908
69.0,2.0,71.0,117.925,-30.26,87.665,276.429,30.26,306.689
86.0,6.0,92.0,205.683,-64.545,141.138,362.915,64.545,427.46
73.0,8.0,81.0,189.339,-101.144,88.195,311.179,101.144,412.323
97.0,2.0,99.0,265.886,12.23,278.116,389.206,22.432,411.638
77.0,1.0,78.0,208.968,-8.511,200.457,283.188,8.511,291.699
98.0,16.0,114.0,243.155,-213.089,30.066,393.583,213.089,606.672
77.0,3.0,80.0,138.958,-41.886,97.072,333.444,41.886,375.33
58.0,0.0,58.0,167.179,0.0,167.179,226.933,0.0,226.933
65.0,4.0,69.0,109.457,-1.786,107.671,309.187,77.844,387.031
68.0,2.0,70.0,150.598,-28.596,122.002,297.698,28.596,326.294
57.0,3.0,60.0,163.621,6.231,169.852,239.885,46.467,286.352
58.0,3.0,61.0,170.307,-73.238,97.069,242.321,73.238,315.559
43.0,3.0,46.0,33.561,-32.416,1.145,188.485,32.416,220.901
44.0,0.0,44.0,113.666,0.0,113.666,201.518,0.0,201.518
54.0,6.0,60.0,129.219,-41.815,87.404,234.759,80.057,314.816
43.0,0.0,43.0,39.121,0.0,39.121,171.495,0.0,171.495
44.0,4.0,48.0,85.563,-69.097,16.466,177.587,69.097,246.684
32.0,2.0,34.0,74.483,-50.15,24.333,152.183,50.15,202.333
45.0,2.0,47.0,192.328,-33.23,159.098,269.884,33.23,303.114
33.0,12.0,45.0,102.384,-151.853,-49.469,149.382,151.853,301.235
25.0,2.0,27.0,103.462,-21.265,82.197,161.622,21.265,182.887
44.0,10.0,54.0,91.191,-141.856,-50.665,249.891,141.856,391.747
42.0,2.0,44.0,101.537,-14.674,86.863,169.903,14.674,184.577
28.0,0.0,28.0,78.587,0.0,78.587,129.285,0.0,129.285
45.0,3.0,48.0,64.223,-6.511,57.712,233.151,54.561,287.712
22.0,0.0,22.0,69.796,0.0,69.796,82.906,0.0,82.906
42.0,14.0,56.0,51.358,-195.193,-143.835,187.848,195.193,383.041
30.0,1.0,31.0,101.079,-18.046,83.033,127.871,18.046,145.917
28.0,2.0,30.0,51.134,25.647,76.781,132.846,44.587,177.433
26.0,2.0,28.0,99.483,-15.77,83.713,133.685,15.77,149.455
49.0,8.0,57.0,134.637,-88.587,46.05,242.533,88.587,331.12
30.0,3.0,33.0,49.95,-31.999,17.951,144.58,31.999,176.579
18.0,3.0,21.0,37.409,-45.597,-8.188,75.599,45.597,121.196
29.0,2.0,31.0,44.503,-11.901,32.602,113.339,11.901,125.24
23.0,2.0,25.0,89.785,-18.959,70.826,106.049,18.959,125.008
10.0,0.0,10.0,41.344,0.0,41.344,44.334,0.0,44.334
24.0,1.0,25.0,71.346,-7.899,63.447,100.474,7.899,108.373
31.0,3.0,34.0,67.246,-39.212,28.034,162.066,39.212,201.278
13.0,2.0,15.0,14.276,-28.302,-14.026,44.254,28.302,72.556
23.0,1.0,24.0,54.509,-12.328,42.181,103.083,12.328,115.411
8.0,3.0,11.0,4.019,-24.214,-20.195,34.819,24.214,59.033
26.0,0.0,26.0,37.765,0.0,37.765,120.061,0.0,120.061
18.0,1.0,19.0,34.456,-6.245,28.211,91.808,6.245,98.053
21.0,2.0,23.0,53.706,-28.224,25.482,106.558,28.224,134.782
19.0,0.0,19.0,29.815,0.0,29.815,95.071,0.0,95.071
43.0,2.0,45.0,-42.408,-17.349,-59.757,233.776,17.349,251.125
18.0,1.0,19.0,21.291,17.045,38.336,73.457,17.045,90.502
38.0,2.0,40.0,66.921,-11.915,55.006,166.821,11.915,178.736
43.0,0.0,43.0,34.862,0.0,34.862,195.418,0.0,195.418
23.0,0.0,23.0,58.961,0.0,58.961,107.969,0.0,107.969
40.0,7.0,47.0,86.809,-59.496,27.313,214.007,92.564,306.571
20.0,3.0,23.0,43.635,-71.413,-27.778,83.163,71.413,154.576
30.0,0.0,30.0,77.42,0.0,77.42,138.944,0.0,138.944
23.0,0.0,23.0,67.275,0.0,67.275,120.391,0.0,120.391
22.0,9.0,31.0,43.715,-97.903,-54.188,131.667,97.903,229.57
19.0,3.0,22.0,63.142,-41.0,22.142,106.896,41.0,147.896
41.0,2.0,43.0,70.879,-28.109,42.77,181.595,28.109,209.704
26.0,0.0,26.0,70.169,0.0,70.169,115.159,0.0,115.159
24.0,6.0,30.0,57.387,-59.422,-2.035,94.615,59.422,154.037
26.0,4.0,30.0,49.625,-132.36,-82.735,134.807,132.36,267.167
13.0,3.0,16.0,29.416,-44.347,-14.931,55.162,44.347,99.509
20.0,2.0,22.0,43.515,-18.778,24.737,76.185,18.778,94.963
22.0,0.0,22.0,33.424,0.0,33.424,122.96,0.0,122.96
24.0,0.0,24.0,54.287,0.0,54.287,80.911,0.0,80.911
13.0,0.0,13.0,40.614,0.0,40.614,54.154,0.0,54.154
16.0,3.0,19.0,25.887,-32.95,-7.063,65.899,32.95,98.849
18.0,1.0,19.0,1.152,-18.846,-17.694,66.34,18.846,85.186
18.0,1.0,19.0,46.402,-10.519,35.883,96.872,10.519,107.391
13.0,2.0,15.0,42.266,-28.313,13.953,74.936,28.313,103.249
22.0,2.0,24.0,51.908,-22.435,29.473,92.606,22.435,115.041
19.0,4.0,23.0,52.482,-53.994,-1.512,92.534,53.994,146.528
18.0,3.0,21.0,46.572,-44.045,2.527,73.692,44.045,117.737
15.0,3.0,18.0,-41.738,60.972,19.234,104.542,118.12,222.662
32.0,4.0,36.0,41.732,-42.429,-0.697,129.402,42.429,171.831
19.0,4.0,23.0,51.844,-100.105,-48.261,94.502,100.105,194.607
11.0,1.0,12.0,5.432,-11.968,-6.536,42.512,11.968,54.48
21.0,3.0,24.0,50.581,-31.357,19.224,88.113,31.357,119.47
22.0,3.0,25.0,21.332,-50.441,-29.109,97.72,50.441,148.161
23.0,3.0,26.0,30.225,-38.931,-8.706,76.929,38.931,115.86
16.0,2.0,18.0,34.439,-36.745,-2.306,59.667,36.745,96.412
19.0,0.0,19.0,6.939,0.0,6.939,76.197,0.0,76.197
44.0,1.0,45.0,16.334,-13.735,2.599,174.736,13.735,188.471
29.0,0.0,29.0,16.447,0.0,16.447,111.161,0.0,111.161
18.0,0.0,18.0,38.964,0.0,38.964,63.464,0.0,63.464
26.0,2.0,28.0,64.489,-17.443,47.046,94.777,17.443,112.22
32.0,0.0,32.0,52.349,0.0,52.349,136.581,0.0,136.581
34.0,1.0,35.0,25.126,-5.774,19.352,156.268,5.774,162.042
37.0,10.0,47.0,89.977,-116.284,-26.307,167.557,116.284,283.841
42.0,1.0,43.0,74.889,-8.301,66.588,160.743,8.301,169.044
36.0,2.0,38.0,70.144,-34.534,35.61,136.132,34.534,170.666
34.0,4.0,38.0,92.358,6.638,98.996,130.262,64.458,194.72
27.0,1.0,28.0,41.987,-11.307,30.68,98.303,11.307,109.61
35.0,0.0,35.0,69.843,0.0,69.843,133.423,0.0,133.423
31.0,1.0,32.0,78.34,-8.319,70.021,145.972,8.319,154.291
29.0,2.0,31.0,35.811,-36.97,-1.159,96.447,36.97,133.417
15.0,3.0,18.0,39.614,-51.085,-11.471,77.632,51.085,128.717
32.0,3.0,35.0,62.831,-17.708,45.123,103.079,50.576,153.655
24.0,0.0,24.0,36.702,0.0,36.702,104.018,0.0,104.018
36.0,3.0,39.0,60.393,-50.73,9.663,149.491,50.73,200.221
28.0,6.0,34.0,60.707,-88.789,-28.082,90.173,88.789,178.962
33.0,2.0,35.0,58.188,-51.366,6.822,162.094,51.366,213.46
27.0,1.0,28.0,52.857,-10.064,42.793,87.383,10.064,97.447
33.0,2.0,35.0,48.356,-90.981,-42.625,115.492,90.981,206.473
24.0,0.0,24.0,71.424,0.0,71.424,98.37,0.0,98.37
26.0,1.0,27.0,87.415,-13.074,74.341,124.961,13.074,138.035
23.0,0.0,23.0,79.725,0.0,79.725,128.415,0.0,128.415
6.0,0.0,6.0,37.534,0.0,37.534,43.654,0.0,43.654
30.0,2.0,32.0,72.332,-30.302,42.03,168.002,30.302,198.304
13.0,6.0,19.0,48.369,-31.864,16.505,57.623,71.28,128.903
21.0,0.0,21.0,82.537,0.0,82.537,88.003,0.0,88.003
20.0,0.0,20.0,49.921,0.0,49.921,105.395,0.0,105.395
27.0,8.0,35.0,52.668,-179.145,-126.477,114.0,179.145,293.145
12.0,3.0,15.0,34.329,-29.529,4.8,48.237,29.529,77.766
15.0,1.0,16.0,58.112,-4.934,53.178,69.576,4.934,74.51
20.0,1.0,21.0,51.639,-29.538,22.101,99.679,29.538,129.217
12.0,0.0,12.0,38.532,0.0,38.532,59.54,0.0,59.54
13.0,1.0,14.0,43.317,-17.686,25.631,48.713,17.686,66.399
16.0,0.0,16.0,64.423,0.0,64.423,68.267,0.0,68.267
22.0,1.0,23.0,2.709,-9.361,-6.652,86.413,9.361,95.774
23.0,0.0,23.0,66.544,0.0,66.544,105.06,0.0,105.06
19.0,0.0,19.0,31.74,0.0,31.74,73.26,0.0,73.26
34.0,0.0,34.0,45.889,0.0,45.889,122.061,0.0,122.061
18.0,3.0,21.0,39.59,-32.013,7.577,132.062,32.013,164.075
24.0,2.0,26.0,104.389,-16.327,88.062,144.619,16.327,160.946
12.0,3.0,15.0,51.02,-40.037,10.983,51.02,40.037,91.057
9.0,2.0,11.0,35.243,-22.787,12.456,46.137,22.787,68.924
19.0,0.0,19.0,63.469,0.0,63.469,86.945,0.0,86.945
15.0,3.0,18.0,51.901,-77.432,-25.531,55.617,77.432,133.049
18.0,4.0,22.0,30.555,-34.83,-4.275,75.111,34.83,109.941
16.0,1.0,17.0,11.143,-9.388,1.755,63.579,9.388,72.967
10.0,0.0,10.0,17.137,0.0,17.137,26.337,0.0,26.337
